NAICS code,Industry,TRIR,DART
3369,Other transportation equipment manufacturing,3.4,2.1
33699,Other transportation equipment manufacturing,3.4,2.1
336991,"Motorcycle, bicycle, and parts manufacturing",2.4,2
336992,"Military armored vehicle, tank, and tank component manufacturing",2.9,1.7
336999,All other transportation equipment manufacturing,4.2,2.5
337,Furniture and related product manufacturing,3.8,2.4
3371,Household and institutional furniture and kitchen cabinet manufacturing,3.9,2.3
33711,Wood kitchen cabinet and countertop manufacturing,3.4,1.9
33712,Household and institutional furniture manufacturing,4.4,2.8
337121,Upholstered household furniture manufacturing,5,3.2
337122,Nonupholstered wood household furniture manufacturing,3.5,2.4
337127,Institutional furniture manufacturing,3.9,2.5
3372,Office furniture (including fixtures) manufacturing,4.1,2.6
33721,Office furniture (including fixtures) manufacturing,4.1,2.6
337211,Wood office furniture manufacturing,3.1,2.2
337212,Custom architectural woodwork and millwork manufacturing,5.2,3.5
337214,Office furniture (except wood) manufacturing,2.9,1.7
337215,"Showcase, partition, shelving, and locker manufacturing",4.3,2.8
3379,Other furniture related product manufacturing,3.1,1.8
33791,Mattress manufacturing,3.5,1.9
33792,Blind and shade manufacturing,2.2,1.5
339,Miscellaneous manufacturing,2.5,1.6
3391,Medical equipment and supplies manufacturing,1.5,1
33911,Medical equipment and supplies manufacturing,1.5,1
339112,Surgical and medical instrument manufacturing,1.2,0.8
339113,Surgical appliance and supplies manufacturing,1.6,1.1
339115,Ophthalmic goods manufacturing,2.1,1.4
339116,Dental laboratories,1.9,0.7
3399,Other miscellaneous manufacturing,3.7,2.5
33992,Sporting and athletic goods manufacturing,3.2,2.1
33993,"Doll, toy, and game manufacturing",2,1.3
33995,Sign manufacturing,2.8,1.6
33999,All other miscellaneous manufacturing,0,0
339991,"Gasket, packing, and sealing device manufacturing",1.9,1.1
339992,Musical instrument manufacturing,4,2.3
339995,Burial casket manufacturing,3,2.3
42,Wholesale trade,2.5,1.7
423,"Merchant wholesalers, durable goods",2.1,1.3
4231,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,3.5,2.2
4232,Furniture and home furnishing merchant wholesalers,1,0.7
4233,Lumber and other construction materials merchant wholesalers,3.4,2.3
4234,Professional and commercial equipment and supplies merchant wholesalers,0.9,0.6
4235,Metal and mineral (except petroleum) merchant wholesalers,3.4,2.3
4236,Household appliances and electrical and electronic goods merchant wholesalers,1.3,0.8
4237,"Hardware, and plumbing and heating equipment and supplies merchant wholesalers",2.3,1.4
4238,"Machinery, equipment, and supplies merchant wholesalers",2.1,1.3
4239,Miscellaneous durable goods merchant wholesalers,2.1,1.3
42391,Sporting and recreational goods and supplies merchant wholesalers,1.9,1.2
42392,Toy and hobby goods and supplies merchant wholesalers,0.9,0.4
42393,Recyclable material merchant wholesalers,4.1,2.7
42399,Other miscellaneous durable goods merchant wholesalers,0.6,0.3
424,"Merchant wholesalers, nondurable goods",3.5,2.6
4241,Paper and paper product merchant wholesalers,1.7,1.2
4242,Drugs and druggists' sundries merchant wholesalers,1.3,1
4243,"Apparel, piece goods, and notions merchant wholesalers",1.4,1.1
4244,Grocery and related product merchant wholesalers,5.4,4.1
4246,Chemical and allied products merchant wholesalers,1.4,1
4247,Petroleum and petroleum products merchant wholesalers,2,1.6
4248,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",5.4,4.2
4249,Miscellaneous nondurable goods merchant wholesalers,2.5,1.7
425,Wholesale electronic markets and agents and brokers,0.7,0.4
441,Motor vehicle and parts dealers,2.9,1.8
4411,Automobile dealers,2.4,1.4
44111,New car dealers,2.6,1.5
44112,Used car dealers,1.2,0.8
4412,Other motor vehicle dealers,3.4,2.1
44121,Recreational vehicle dealers,3.6,2.2
44122,"Motorcycle, boat, and other motor vehicle dealers",3.3,2.1
4413,"Automotive parts, accessories, and tire stores",4.1,2.7
44131,Automotive parts and accessories stores,2.8,2.2
44132,Tire dealers,6.4,3.8
442,Furniture and home furnishings stores,2.4,1.6
4421,Furniture stores,2.3,1.8
4422,Home furnishings stores,2.6,1.3
44221,Floor covering stores,2.1,1.2
44229,Other home furnishings stores,2.9,1.4
443,Electronics and appliance stores,1.3,0.9
4431,Electronics and appliance stores,1.3,0.9
44314,Electronics and appliance stores,1.3,0.9
443141,Household appliance stores,3.2,1.5
443142,Electronics stores,1.1,0.8
444,Building material and garden equipment and supplies dealers,4.7,3.2
4441,Building material and supplies dealers,4.7,3.3
44411,Home centers,5.4,3.8
44412,Paint and wallpaper stores,1.3,1.1
44413,Hardware stores,4,1.8
44419,Other building material dealers,3.8,2.8
4442,Lawn and garden equipment and supplies stores,4,2.1
44421,Outdoor power equipment stores,0.7,0.3
44422,"Nursery, garden center, and farm supply stores",5,2.6
445,Food and beverage stores,4.5,3.2
4451,Grocery stores,4.9,3.5
44511,Supermarkets and other grocery (except convenience) stores,5.1,3.6
44512,Convenience stores,1.9,1.1
4452,Specialty food stores,1.3,0.8
44521,Meat markets,2,1.3
44523,Fruit and vegetable markets,1.2,0.7
44529,Other specialty food stores,0.9,0.5
4453,"Beer, wine, and liquor stores",0.8,0.5
446,Health and personal care stores,1.9,0.8
4461,Health and personal care stores,1.9,0.8
44611,Pharmacies and drug stores,2.2,0.8
44612,"Cosmetics, beauty supplies, and perfume stores",1.1,0.5
44619,Other health and personal care stores,2.1,1.9
447,Gasoline stations,2.1,1
4471,Gasoline stations,2.1,1
44711,Gasoline stations with convenience stores,2.2,1
44719,Other gasoline stations,1.7,1
448,Clothing and clothing accessories stores,1.3,0.6
4481,Clothing stores,1.5,0.5
44812,Women's clothing stores,2.1,0.7
44814,Family clothing stores,1.6,0.6
44819,Other clothing stores,0.7,0.5
4482,Shoe stores,0.8,0.6
4483,"Jewelry, luggage, and leather goods stores",1,0.9
44831,Jewelry stores,1.1,0.9
451,"Sporting goods, hobby, musical instrument, and book stores",2.8,1.8
4511,"Sporting goods, hobby, and musical instrument stores",3,1.9
45111,Sporting goods stores,3.1,2
45112,"Hobby, toy, and game stores",3.6,2.7
45114,Musical instrument and supplies stores,0.9,0.2
4512,Book stores and news dealers,0.9,0.6
45121,Book stores and news dealers,0.9,0.6
451211,Book stores,0.9,0.7
452,General merchandise stores,5.6,3.5
4522,Department stores,5.5,3.8
4523,"General merchandise stores, including warehouse clubs and supercenters",5.7,3.4
45231,"General merchandise stores, including warehouse clubs and supercenters",5.7,3.4
452311,Warehouse clubs and supercenters,5.9,3.6
452319,All other general merchandise stores,4.8,2.8
453,Miscellaneous store retailers,2.9,1.8
4531,Florists,2.4,1.7
4532,"Office supplies, stationery, and gift stores",1.8,1.3
45321,Office supplies and stationery stores,1.7,1.5
45322,"Gift, novelty, and souvenir stores",2,1.1
4533,Used merchandise stores,3.9,2.6
4539,Other miscellaneous store retailers,2.9,1.7
45391,Pet and pet supplies stores,6.2,4
45393,Manufactured (mobile) home dealers,3.9,3.5
45399,All other miscellaneous store retailers,1.5,0.6
454,Nonstore retailers,0,0
4541,Electronic shopping and mail-order houses,1.4,1
4543,Direct selling establishments,2.8,1.9
45431,Fuel dealers,4.2,2.9
45439,Other direct selling establishments,1,0.6
481,Air transportation,6.1,5.1
4811,Scheduled air transportation,6.8,5.7
48111,Scheduled air transportation,6.8,5.7
481111,Scheduled passenger air transportation,6.9,5.8
481112,Scheduled freight air transportation,2,1.6
4812,Nonscheduled air transportation,1.4,1
482,Rail transportation,2,1.5
483,Water transportation,2.3,1.7
4831,"Deep sea, coastal, and great lakes water transportation",0,0
48311,"Deep sea, coastal, and great lakes water transportation",0,0
483113,Coastal and great lakes freight transportation,1.1,1
483114,Coastal and great lakes passenger transportation,4.7,4.6
4832,Inland water transportation,3.5,2.5
48321,Inland water transportation,3.5,2.5
483211,Inland water freight transportation,2.9,2.6
483212,Inland water passenger transportation,9.7,2.4
484,Truck transportation,3.5,2.7
4841,General freight trucking,3.5,2.7
48411,"General freight trucking, local",3.4,2.6
48412,"General freight trucking, long-distance",3.6,2.8
4842,Specialized freight trucking,3.6,2.6
48421,Used household and office goods moving,6.8,5.3
48422,"Specialized freight (except used goods) trucking, local",3.3,2.6
48423,"Specialized freight (except used goods) trucking, long-distance",2.3,1.3
485,Transit and ground passenger transportation,3.9,2.7
4851,Urban transit systems,6.2,4.3
4852,Interurban and rural bus transportation,5.1,3.7
4853,Taxi and limousine service,2.8,2.3
48531,Taxi service,3.9,3.3
4854,School and employee bus transportation,3.3,2.1
4855,Charter bus industry,1.8,1.4
4859,Other transit and ground passenger transportation,4.1,3
486,Pipeline transportation,0.6,0.4
4862,Pipeline transportation of natural gas,0.5,0.4
487,Scenic and sightseeing transportation,2,1.1
4871,"Scenic and sightseeing transportation, land",2.4,1.6
4872,"Scenic and sightseeing transportation, water",2.2,0.9
488,Support activities for transportation,2.5,1.8
4881,Support activities for air transportation,3.5,2.4
4882,Support activities for rail transportation,2.7,1.7
4883,Support activities for water transportation,3.3,2.4
48831,Port and harbor operations,5.3,4.9
48832,Marine cargo handling,3.3,2.2
48833,Navigational services to shipping,3.2,2.7
48839,Other support activities for water transportation,2.1,1.6
4884,Support activities for road transportation,0,1.9
48841,Motor vehicle towing,1.9,1.4
4885,Freight transportation arrangement,1.1,0.8
4889,Other support activities for transportation,5.4,3.9
492,Couriers and messengers,7.1,5.6
4921,Couriers and express delivery services,8,6.3
493,Warehousing and storage,5.5,4.6
4931,Warehousing and storage,5.5,4.6
49311,General warehousing and storage,5.6,4.7
49312,Refrigerated warehousing and storage,5.3,4.5
49319,Other warehousing and storage,4,3.2
22,Utilities,1.7,1.1
221,Utilities,1.7,1.1
2211,"Electric power generation, transmission and distribution",1.5,1
22111,Electric power generation,1.2,0.8
221112,Fossil fuel electric power generation,1.8,1.2
221113,Nuclear electric power generation,0.2,0.1
22112,"Electric power transmission, control, and distribution",1.8,1.1
2212,Natural gas distribution,1.8,1.1
2213,"Water, sewage and other systems",2.4,1.7
22131,Water supply and irrigation systems,2.6,1.9
22132,Sewage treatment facilities,1.4,1.3
51,Information,0.7,0.5
511,Publishing industries (except internet),0.3,0.2
5111,"Newspaper, periodical, book, and directory publishers",0.8,0.5
51111,Newspaper publishers,1.5,1.1
51113,Book publishers,0.6,0.3
51114,Directory and mailing list publishers,0.6,0.3
5112,Software publishers,0,0
512,Motion picture and sound recording industries,1.4,0.6
5121,Motion picture and video industries,1.5,0.6
5122,Sound recording industries,0.3,0.1
51223,Music publishers,0.8,0.5
515,Broadcasting (except internet),0.8,0.6
5151,Radio and television broadcasting,0.5,0.3
51512,Television broadcasting,0.7,0.4
5152,Cable and other subscription programming,2.2,1.7
517,Telecommunications,1.7,1.2
5173,Wired and wireless telecommunications carriers,1.9,1.4
51731,Wired and wireless telecommunications carriers,1.9,1.4
517311,Wired telecommunications carriers,2.2,1.5
518,"Data processing, hosting, and related services",0.1,0.1
519,Other information services,0.1,0.1
5191,Other information services,0.1,0.1
51912,Libraries and archives,1.9,0.8
51913,Internet publishing and broadcasting and web search portals,0,0
52,Finance and insurance,0.4,0.2
521,Monetary authorities-central bank,0.4,0.2
522,Credit intermediation and related activities,0.5,0.3
5221,Depository credit intermediation,0.6,0.3
52211,Commercial banking,0,0.2
52213,Credit unions,0.6,0.4
5222,Nondepository credit intermediation,0.4,0.4
52221,Credit card issuing,0.1,0.1
52222,Sales financing,0.1,0.1
52229,Other nondepository credit intermediation,0.5,0.5
523,"Securities, commodity contracts, and other financial investments and related activities",0,0
5231,Securities and commodity contracts intermediation and brokerage,0,0
52311,Investment banking and securities dealing,0,0
52312,Securities brokerage,0,0
524,Insurance carriers and related activities,0.3,0.2
5241,Insurance carriers,0.3,0.1
52411,"Direct life, health, and medical insurance carriers",0.1,0.1
52412,"Direct insurance (except life, health, and medical) carriers",0.5,0.2
5242,"Agencies, brokerages, and other insurance related activities",0.4,0.2
52421,Insurance agencies and brokerages,0,0.2
52429,Other insurance related activities,0.3,0.1
53,Real estate and rental and leasing,2,1.2
531,Real estate,1.8,1
5311,Lessors of real estate,2.3,1.3
53111,Lessors of residential buildings and dwellings,2.4,1.2
53112,Lessors of nonresidential buildings (except miniwarehouses),1.9,1.3
53113,Lessors of miniwarehouses and self-storage units,1.5,1.2
53119,Lessors of other real estate property,3.9,1.5
5312,Offices of real estate agents and brokers,0.5,0.3
5313,Activities related to real estate,2.2,1.1
53131,Real estate property managers,2.4,1.2
53139,Other activities related to real estate,1.1,0.4
532,Rental and leasing services,2.8,1.9
5321,Automotive equipment rental and leasing,3.7,2.6
53211,Passenger car rental and leasing,2.4,1.7
53212,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",5.2,3.7
5322,Consumer goods rental,2.6,2.2
53221,Consumer electronics and appliances rental,2,1.3
53228,Other consumer goods rental,2.7,2.3
532281,Formal wear and costume rental,0,0
532282,Video tape and disc rental,0.9,0.9
532283,Home health equipment rental,2.1,1.7
5323,General rental centers,3,1
5324,Commercial and industrial machinery and equipment rental and leasing,2,1.1
53241,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing",1.9,1
53249,Other commercial and industrial machinery and equipment rental and leasing,1.7,1.3
54,"Professional, scientific, and technical services",0.9,0.3
541,"Professional, scientific, and technical services",0.9,0.3
5411,Legal services,0.2,0.1
5412,"Accounting, tax preparation, bookkeeping, and payroll services",0.3,0.2
54121,"Accounting, tax preparation, bookkeeping, and payroll services",0.3,0.2
541211,Offices of certified public accountants,0.1,0.1
541219,Other accounting services,0.2,0.1
5413,"Architectural, engineering, and related services",0.7,0.4
54133,Engineering services,0.6,0.3
54136,Geophysical surveying and mapping services,2.6,2.6
54137,Surveying and mapping (except geophysical) services,1,0.9
54138,Testing laboratories,0.7,0.4
5414,Specialized design services,0.7,0.5
5415,Computer systems design and related services,0.3,0.1
54151,Computer systems design and related services,0.3,0.1
541511,Custom computer programming services,0.1,0.1
541512,Computer systems design services,0.4,0.2
541519,Other computer related services,0.2,0.1
5416,"Management, scientific, and technical consulting services",0.3,0.1
54161,Management consulting services,0.2,0.1
54162,Environmental consulting services,0.5,0.4
5417,Scientific research and development services,0.7,0.4
5418,"Advertising, public relations, and related services",0,0.5
5419,"Other professional, scientific, and technical services",7.3,2.1
54194,Veterinary services,13.8,4
55,Management of companies and enterprises,0.6,0.3
56,Administrative and support and waste management and remediation services,1.9,1.2
561,Administrative and support services,1.7,1.1
5611,Office administrative services,0.8,0.3
5612,Facilities support services,3.8,2.8
5613,Employment services,0.8,0.5
56131,Employment placement agencies and executive search services,0.6,0.5
56132,Temporary help services,0.8,0.5
56133,Professional employer organizations,1.2,0.5
5614,Business support services,0.5,0.4
56142,Telephone call centers,0.2,0.1
56143,Business service centers,1.5,1.3
56144,Collection agencies,0.2,0.1
56149,Other business support services,1.5,1.2
5615,Travel arrangement and reservation services,0.7,0.4
56151,Travel agencies,0,0
56159,Other travel arrangement and reservation services,1.1,0.7
5616,Investigation and security services,1.4,0.7
56161,"Investigation, guard, and armored car services",1.5,0.7
561612,Security guards and patrol services,1.4,0.7
561613,Armored car services,5.7,2
56162,Security systems services,1.2,0.8
5617,Services to buildings and dwellings,2.8,1.9
56171,Exterminating and pest control services,2.7,1.8
56172,Janitorial services,2.4,1.7
56173,Landscaping services,3.2,2
56174,Carpet and upholstery cleaning services,2.7,2.4
56179,Other services to buildings and dwellings,2.5,1.9
5619,Other support services,2.7,2
562,Waste management and remediation services,3.1,2.3
5621,Waste collection,3.8,2.8
56211,Waste collection,3.8,2.8
562111,Solid waste collection,4,3
562119,Other waste collection,2.1,1.3
5622,Waste treatment and disposal,2.6,1.9
56221,Waste treatment and disposal,2.6,1.9
562211,Hazardous waste treatment and disposal,2.3,1.7
562212,Solid waste landfill,2.2,1.6
562213,Solid waste combustors and incinerators,2,1.2
562219,Other nonhazardous waste treatment and disposal,4.4,3.2
5629,Remediation and other waste management services,2.7,2
56291,Remediation services,2.4,1.9
56292,Materials recovery facilities,3.2,3
56299,All other waste management services,3,1.9
61,Educational services,1.7,0.7
611,Educational services,1.7,0.7
6111,Elementary and secondary schools,2.6,1
6112,Junior colleges,0.3,0.1
6113,"Colleges, universities, and professional schools",1.4,0.6
6114,Business schools and computer and management training,2.2,1.6
6115,Technical and trade schools,0.6,0.2
6116,Other schools and instruction,1,0.8
61162,Sports and recreation instruction,1.7,1.5
61169,All other schools and instruction,0.9,0.8
6117,Educational support services,0.5,0.4
62,Health care and social assistance,4.3,2.5
621,Ambulatory health care services,2.5,1.3
6211,Offices of physicians,2,0.7
62111,Offices of physicians,2,0.7
621111,Offices of physicians (except mental health specialists),2,0.8
621112,"Offices of physicians, mental health specialists",2.5,0.6
6212,Offices of dentists,1.3,0.2
6213,Offices of other health practitioners,2.4,1.7
6214,Outpatient care centers,3.9,1.8
6215,Medical and diagnostic laboratories,1.9,0.9
6216,Home health care services,2.6,1.8
6219,Other ambulatory health care services,7.3,5.1
62191,Ambulance services,10.5,8
62199,All other ambulatory health care services,3.7,1.9
622,Hospitals,6.1,3.2
6221,General medical and surgical hospitals,6.1,3.1
6222,Psychiatric and substance abuse hospitals,7.1,4.6
6223,Specialty (except psychiatric and substance abuse) hospitals,5.1,3.1
623,Nursing and residential care facilities,7.3,5.3
6231,Nursing care facilities (skilled nursing facilities),8.8,6.8
6232,"Residential intellectual and developmental disability, mental health, and substance abuse facilities",4.8,3
6233,Continuing care retirement communities and assisted living facilities for the elderly,7.4,5.1
6239,Other residential care facilities,5.3,2.7
624,Social assistance,2.4,1.4
6241,Individual and family services,2.3,1.4
62411,Child and youth services,2.1,1.2
62412,Services for the elderly and persons with disabilities,2.5,1.6
62419,Other individual and family services,1.9,1
6242,"Community food and housing, and emergency and other relief services",2.9,1.5
62421,Community food services,3.1,2.5
62422,Community housing services,3.1,1.3
62423,Emergency and other relief services,1.8,0.8
6243,Vocational rehabilitation services,4.1,2.4
6244,Child day care services,1.8,0.9
71,"Arts, entertainment, and recreation",3.7,2
711,"Performing arts, spectator sports, and related industries",5.2,2.7
7111,Performing arts companies,3.3,0.9
7112,Spectator sports,11.1,6.7
71121,Spectator sports,11.1,6.7
711219,Other spectator sports,4.7,2.6
7113,"Promoters of performing arts, sports, and similar events",2.7,0.9
7114,"Agents and managers for artists, athletes, entertainers, and other public figures",0,0
7115,"Independent artists, writers, and performers",1.7,0.9
712,"Museums, historical sites, and similar institutions",3.8,1.9
713,"Amusement, gambling, and recreation industries",3.4,1.8
7131,Amusement parks and arcades,6.3,4.7
71311,Amusement and theme parks,6.7,5.3
71312,Amusement arcades,3.6,0.8
7132,Gambling industries,2.6,1.5
7139,Other amusement and recreation industries,3.2,1.6
71391,Golf courses and country clubs,3.7,1.8
71392,Skiing facilities,10.5,6.4
71393,Marinas,4.5,3.7
71394,Fitness and recreational sports centers,1.7,0.6
71399,All other amusement and recreation industries,4.1,1.8
72,Accommodation and food services,2.7,1.3
721,Accommodation,3.8,2.4
7211,Traveler accommodation,3.9,2.4
72111,Hotels (except casino hotels) and motels,4,2.5
72112,Casino hotels,3.5,2.3
7212,RV (recreational vehicle) parks and recreational camps,2.8,1.1
72121,RV (recreational vehicle) parks and recreational camps,2.8,1.1
721211,RV (recreational vehicle) parks and campgrounds,0.7,0.5
721214,Recreational and vacation camps (except campgrounds),5.2,1.8
722,Food services and drinking places,2.6,1.1
7223,Special food services,2.2,1.3
7224,Drinking places (alcoholic beverages),1.2,0.6
7225,Restaurants and other eating places,2.6,1.1
72251,Restaurants and other eating places,2.6,1.1
722511,Full-service restaurants,2.2,0.9
722513,Limited-service restaurants,3.1,1.3
722514,"Cafeterias, grill buffets, and buffets",0.9,0.4
722515,Snack and nonalcoholic beverage bars,2.8,1.1
81,Other services (except public administration),1.6,1
811,Repair and maintenance,1.9,1.1
8111,Automotive repair and maintenance,1.9,1.1
8112,Electronic and precision equipment repair and maintenance,0.7,0.4
8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,2.1,1.2
8114,Personal and household goods repair and maintenance,1.7,1.2
812,Personal and laundry services,1.6,1.1
8121,Personal care services,0.6,0.5
8122,Death care services,1.7,1
8123,Drycleaning and laundry services,3.2,2.4
81231,Coin-operated laundries and drycleaners,3.9,2.2
81232,Drycleaning and laundry services (except coin-operated),1,0.8
81233,Linen and uniform supply,4.3,3.3
812331,Linen supply,5.5,4.2
812332,Industrial launderers,3.3,2.5
8129,Other personal services,0,0
81292,Photofinishing,0.9,0.5
81293,Parking lots and garages,1.1,0.8
81299,All other personal services,0.2,0.2
813,"Religious, grantmaking, civic, professional, and similar organizations",1.3,0.7
61,Educational services,1.3,0.6
611,Educational services,1.3,0.6
6113,"Colleges, universities, and professional schools",1.3,0.6
62,Health care and social assistance,6.9,4.6
622,Hospitals,7.6,4.9
623,Nursing and residential care facilities,10.3,7.9
92,Public administration,3.7,2.3
922,"Justice, public order, and safety activities",6.2,4
9221,"Justice, public order, and safety activities",6.2,4
92214,Correctional institutions,8.4,5.4
22,Utilities,4.7,2.9
221,Utilities,4.7,2.9
2213,"Water, sewage and other systems",4.9,2.9
61,Educational services,3.4,1.4
611,Educational services,3.4,1.4
6111,Elementary and secondary schools,3.5,1.4
62,Health care and social assistance,4.9,2.4
622,Hospitals,5.2,2.2
623,Nursing and residential care facilities,8.6,6.4
92,Public administration,7.3,4.4
